39.5,36.25,nan,-1.2952630981445312,0.17238251953125,8.176198669433592,36.24764705882353,7,7,444
39.5,36.25,nan,-0.18914193115234373,-2.1883003173828124,10.903194360351561,36.20058823529412,7,8,511
39.5,36.25,nan,-0.18914193115234373,-2.1883003173828124,10.903194360351561,36.20058823529412,7,8,511
39.5,36.25,nan,-1.6424223388671875,-0.40462008056640625,8.32463917236328,36.341764705882355,6,7,559
39.5,36.25,nan,-1.6424223388671875,-0.40462008056640625,8.32463917236328,36.341764705882355,6,7,559
39.5,36.25,nan,-0.29448680419921874,-1.0007762939453124,7.762001782226562,36.29470588235294,7,8,583
39.5,36.25,nan,-2.7724855224609373,-0.0383072265625,11.666944689941406,36.29470588235294,6,8,592
39.5,36.25,nan,-2.7724855224609373,-0.0383072265625,11.666944689941406,36.29470588235294,6,8,592
39.5,36.25,nan,-2.233790148925781,-1.0199299072265624,9.141061938476563,36.20058823529412,7,8,584
39.5,36.25,nan,-2.233790148925781,-1.0199299072265624,9.141061938476563,36.20058823529412,7,8,584
39.5,36.25,nan,-0.26336218261718747,-0.39743747558593745,8.0828248046875,36.29470588235294,7,7,580
39.5,36.25,nan,-1.5682020874023437,-0.612915625,8.84178673095703,36.29470588235294,7,8,593
39.5,36.25,nan,-1.5682020874023437,-0.612915625,8.84178673095703,36.29470588235294,7,8,593
39.5,36.25,nan,-1.4508862060546874,-0.6464344482421874,9.198522778320312,36.24764705882353,7,7,595
39.5,36.25,nan,-1.0390835205078124,-0.7422025146484375,9.100360510253905,36.29470588235294,7,8,597
39.5,36.25,nan,-1.0390835205078124,-0.7422025146484375,9.100360510253905,36.29470588235294,7,8,597
39.5,36.25,nan,-1.2234370483398436,-0.3950432739257812,9.33978067626953,36.29470588235294,7,7,594
39.5,36.25,nan,-1.2234370483398436,-0.3950432739257812,9.33978067626953,36.29470588235294,7,7,594
39.5,36.25,nan,-0.32561142578124996,-0.5003881469726562,8.844180932617187,36.24764705882353,6,7,593
39.5,36.25,nan,-0.32561142578124996,-0.5003881469726562,8.844180932617187,36.24764705882353,6,7,593
39.5,36.25,nan,-2.6982652709960937,-0.30406361083984373,10.194510668945313,36.29470588235294,17,22,595
39.5,36.25,nan,-2.6982652709960937,-0.30406361083984373,10.194510668945313,36.29470588235294,17,22,595
39.5,36.25,nan,-2.760514514160156,0.1197100830078125,8.360552197265624,36.29470588235294,24,35,595
39.5,36.25,nan,-2.760514514160156,0.1197100830078125,8.360552197265624,36.29470588235294,24,35,595
39.5,36.25,nan,-3.821145849609375,-0.5865794067382812,10.845733520507812,36.20058823529412,19,24,593
39.5,36.25,nan,-2.6503812377929687,-0.13646949462890623,7.671022119140624,36.24764705882353,45,72,595
39.5,36.25,nan,-2.6503812377929687,-0.13646949462890623,7.671022119140624,36.24764705882353,45,72,595
39.5,36.25,nan,-3.375824340820312,-0.33758243408203126,9.45470235595703,36.29470588235294,71,112,588
39.5,36.25,nan,-3.375824340820312,-0.33758243408203126,9.45470235595703,36.29470588235294,71,112,588
39.5,36.25,nan,-4.055777612304687,-0.11013327636718749,8.394071020507813,36.20058823529412,79,129,592
39.5,36.25,nan,-4.055777612304687,-0.11013327636718749,8.394071020507813,36.20058823529412,79,129,592
39.5,36.25,nan,-4.254496350097656,0.0047884033203125,8.650250598144531,36.341764705882355,73,124,578
39.5,36.25,nan,-4.254496350097656,0.0047884033203125,8.650250598144531,36.341764705882355,73,124,578
39.5,36.25,nan,-2.7724855224609373,0.0909796630859375,8.619125976562499,36.29470588235294,73,120,569
39.5,36.25,nan,-1.2138602416992186,-0.612915625,10.261548315429687,36.20058823529412,67,92,555
39.5,36.25,nan,-1.2138602416992186,-0.612915625,10.261548315429687,36.20058823529412,67,92,555
39.5,36.25,nan,-0.9121908325195311,-0.1771709228515625,8.406042028808594,36.341764705882355,6,7,477
39.5,36.25,nan,-0.9121908325195311,-0.1771709228515625,8.406042028808594,36.341764705882355,6,7,477
39.5,36.25,nan,-2.932897033691406,-0.4955997436523437,10.69968721923828,36.341764705882355,6,7,440
39.5,36.25,nan,-2.932897033691406,-0.4955997436523437,10.69968721923828,36.341764705882355,6,7,440
39.5,36.25,nan,-1.7645266235351562,-0.411802685546875,8.532934716796875,36.29470588235294,7,8,440
39.5,36.25,nan,-1.7645266235351562,-0.411802685546875,8.532934716796875,36.29470588235294,7,8,440
39.5,36.25,nan,-0.565031591796875,-0.04548983154296875,9.847351428222655,36.20058823529412,7,8,441
39.5,36.25,nan,-4.410119458007812,-1.0534487304687499,11.111489904785156,36.24764705882353,7,8,442
39.5,36.25,nan,-4.410119458007812,-1.0534487304687499,11.111489904785156,36.24764705882353,7,8,442
39.5,36.25,nan,-3.6918589599609373,0.22266075439453123,9.160215551757812,36.29470588235294,6,8,442
39.5,36.25,nan,-3.6918589599609373,0.22266075439453123,9.160215551757812,36.29470588235294,6,8,442
39.5,36.25,nan,-3.744531396484375,-0.5985504150390625,10.83376251220703,36.341764705882355,6,7,441
39.5,36.25,nan,-3.744531396484375,-0.5985504150390625,10.83376251220703,36.341764705882355,6,7,441
39.5,36.25,nan,-2.693476867675781,0.06703764648437499,8.403647827148436,36.24764705882353,7,7,441
39.5,36.25,nan,-2.693476867675781,0.06703764648437499,8.403647827148436,36.24764705882353,7,7,441
39.5,36.25,nan,-2.5809493896484375,0.5913678100585937,8.743624462890624,36.29470588235294,6,9,443
39.5,36.25,nan,-1.7956512451171873,-0.8164227661132812,8.511386901855468,36.20058823529412,7,7,439
39.5,36.25,nan,-1.7956512451171873,-0.8164227661132812,8.511386901855468,36.20058823529412,7,7,439
39.5,36.25,nan,-2.987963671875,-0.33758243408203126,9.09796630859375,36.29470588235294,7,8,432
39.5,36.25,nan,-2.987963671875,-0.33758243408203126,9.09796630859375,36.29470588235294,7,8,432
39.5,36.25,nan,-1.2593500732421874,0.5243301635742187,8.185775476074218,36.29470588235294,6,8,430
39.5,36.25,nan,-1.2593500732421874,0.5243301635742187,8.185775476074218,36.29470588235294,6,8,430
39.5,36.25,nan,-1.37906015625,-1.9201497314453124,6.768408093261718,36.29470588235294,7,7,431
39.5,36.25,nan,-3.1675287963867187,1.3239935180664062,8.487444885253906,36.15352941176471,6,9,421
39.5,36.25,nan,-3.1675287963867187,1.3239935180664062,8.487444885253906,36.15352941176471,6,9,421
39.5,36.25,nan,-2.6503812377929687,0.105344873046875,12.342109558105468,36.24764705882353,7,7,400
39.5,36.25,nan,-2.6503812377929687,0.105344873046875,12.342109558105468,36.24764705882353,7,7,400
39.5,36.25,nan,-0.7805097412109374,0.70868369140625,10.831368310546875,36.43588235294118,6,8,380
39.5,36.25,nan,-0.7805097412109374,0.70868369140625,10.831368310546875,36.43588235294118,6,8,380
39.5,36.25,nan,-0.584185205078125,-0.033518823242187495,6.205770703124999,36.24764705882353,5,7,361
39.5,36.25,nan,-0.584185205078125,-0.033518823242187495,6.205770703124999,36.24764705882353,5,7,361
39.5,36.25,nan,-1.8052280517578123,-1.3215993164062498,9.68454571533203,36.29470588235294,7,7,336
39.5,36.25,nan,-4.086902233886718,1.0797849487304687,10.311826550292968,36.29470588235294,6,7,314
39.5,36.25,nan,-4.086902233886718,1.0797849487304687,10.311826550292968,36.29470588235294,6,7,314
39.5,36.25,nan,-3.306392492675781,-1.4772224243164063,9.828197814941406,36.29470588235294,6,8,285
39.5,36.25,nan,-3.306392492675781,-1.4772224243164063,9.828197814941406,36.29470588235294,6,8,285
39.5,36.25,nan,-5.279214660644531,0.3280056274414062,12.861651318359375,36.24764705882353,6,6,265
39.5,36.25,nan,-5.279214660644531,0.3280056274414062,12.861651318359375,36.24764705882353,6,6,265
39.5,36.25,nan,-0.09337386474609374,-0.0143652099609375,11.719617126464843,36.24764705882353,7,7,254
39.5,36.25,nan,-5.2073886108398435,-0.8379705810546875,8.992621435546875,36.341764705882355,7,8,251
39.5,36.25,nan,-5.2073886108398435,-0.8379705810546875,8.992621435546875,36.341764705882355,7,8,251
39.5,36.25,nan,0.8738836059570312,-0.23223756103515625,11.765106958007811,36.29470588235294,7,7,250
39.5,36.25,nan,0.8738836059570312,-0.23223756103515625,11.765106958007811,36.29470588235294,7,7,250
39.5,36.25,nan,-5.303156677246093,-1.5011644409179687,8.930372192382812,36.24764705882353,6,8,249
39.5,36.25,nan,-5.303156677246093,-1.5011644409179687,8.930372192382812,36.24764705882353,6,8,249
39.5,36.25,nan,-4.584896179199219,-1.3359645263671873,9.414000927734374,36.29470588235294,6,9,250
39.5,36.25,nan,-4.584896179199219,-1.3359645263671873,9.414000927734374,36.29470588235294,6,9,250
39.5,36.25,nan,-2.6671406494140624,-2.29843359375,6.904877587890625,36.29470588235294,6,8,249
39.5,36.25,nan,-2.6671406494140624,-2.29843359375,6.904877587890625,36.29470588235294,6,8,249
39.5,36.25,nan,-0.8499415893554687,-0.12449848632812499,7.611167077636718,36.24764705882353,7,8,249
39.5,36.25,nan,-0.8499415893554687,-0.12449848632812499,7.611167077636718,36.24764705882353,7,8,249
39.5,36.25,nan,-2.0374656127929685,0.0430956298828125,6.256048937988281,36.24764705882353,6,8,247
